Filename:	C:\Users\Bown_304\Desktop\Jordan\TGA\silica_fume@241216130237.t6d 
Operator ID:	Jordan 
Sample ID:	silica_fume 
Comment: 	Silica fume 
Serial Number:	537L14021001 
Data Collected:	12/16/2024 2:30:38 PM 
Sample Weight:	14.705 mg 
Display Weight:	14.705 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files\PerkinElmer\Pyris\Calibrations\2023-04-05-Mary.tg1c 
Date/Time:	4/5/2023 3:36:31 PM 
Initial Conditions 
Temperature:	 20.00 °C 
Baseline Filename:	 
End Condition:	Go To Load 
Total Points in Run:	5280 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
Switch the Gas to Nitrogen at 20.0 ml/min  
	Action occurs Immediately 
1)	Heat from 20.00°C to 900.00°C at 10.00°C/min 
 
1) TGA Temperature Scan 
	Time     	Unsubtracted	Baseline     	Program     	Sample     	Approx.     	R25 Diagnostic 
	          	Weight     	Weight     	Temperature	Temperature	Gas Flow     	Temperature 
	4.566667	14.699136	0.000000	65.671000	55.918000	0.000000 
	4.583333	14.699112	0.000000	65.837000	56.092000	0.000000 
	4.600000	14.699075	0.000000	66.004000	56.266000	0.000000 
	4.616667	14.699112	0.000000	66.171000	56.429000	0.000000 
	4.633333	14.699062	0.000000	66.337000	56.583000	0.000000 
	4.650000	14.699013	0.000000	66.504000	56.749000	0.000000 
	4.666667	14.698927	0.000000	66.671000	56.919000	0.000000 
	4.683333	14.698852	0.000000	66.837000	57.089000	0.000000 
	4.700000	14.698815	0.000000	67.004000	57.267000	0.000000 
	4.716667	14.698803	0.000000	67.171000	57.451000	0.000000 
	4.733333	14.698766	0.000000	67.337000	57.626000	0.000000 
	4.750000	14.698704	0.000000	67.504000	57.801000	0.000000 
	4.766667	14.698630	0.000000	67.671000	57.988000	0.000000 
	4.783333	14.698568	0.000000	67.837000	58.175000	0.000000 
	4.800000	14.698544	0.000000	68.004000	58.361000	0.000000 
	4.816667	14.698593	0.000000	68.171000	58.543000	0.000000 
	4.833333	14.698667	0.000000	68.337000	58.713000	0.000000 
	4.850000	14.698803	0.000000	68.504000	58.880000	0.000000 
	4.866667	14.698828	0.000000	68.671000	59.043000	0.000000 
	4.883333	14.698741	0.000000	68.837000	59.207000	0.000000 
	4.900000	14.698692	0.000000	69.004000	59.379000	0.000000 
	4.916667	14.698680	0.000000	69.171000	59.554000	0.000000 
	4.933333	14.698606	0.000000	69.337000	59.737000	0.000000 
	4.950000	14.698556	0.000000	69.504000	59.913000	0.000000 
	4.966667	14.698581	0.000000	69.671000	60.091000	0.000000 
	4.983333	14.698507	0.000000	69.837000	60.279000	0.000000 
	5.000000	14.698531	0.000000	70.004000	60.467000	0.000000 
	5.016667	14.698568	0.000000	70.171000	60.656000	0.000000 
	5.033333	14.698531	0.000000	70.337000	60.832000	0.000000 
	5.050000	14.698494	0.000000	70.504000	60.988000	0.000000 
	5.066667	14.698457	0.000000	70.671000	61.148000	0.000000 
	5.083333	14.698408	0.000000	70.837000	61.309000	0.000000 
	5.100000	14.698371	0.000000	71.004000	61.480000	0.000000 
	5.116667	14.698322	0.000000	71.171000	61.655000	0.000000 
	5.133333	14.698099	0.000000	71.337000	61.828000	0.000000 
	5.150000	14.698001	0.000000	71.504000	62.010000	0.000000 
	5.166667	14.697963	0.000000	71.671000	62.197000	0.000000 
	5.183333	14.697976	0.000000	71.837000	62.371000	0.000000 
	5.200000	14.698013	0.000000	72.004000	62.537000	0.000000 
	5.216667	14.698124	0.000000	72.171000	62.707000	0.000000 
	5.233333	14.698322	0.000000	72.337000	62.884000	0.000000 
	5.250000	14.698272	0.000000	72.504000	63.062000	0.000000 
	5.266667	14.698210	0.000000	72.671000	63.237000	0.000000 
	5.283333	14.698223	0.000000	72.837000	63.403000	0.000000 
	5.300000	14.698322	0.000000	73.004000	63.558000	0.000000 
	5.316667	14.698445	0.000000	73.171000	63.717000	0.000000 
	5.333333	14.698445	0.000000	73.337000	63.894000	0.000000 
	5.350000	14.698420	0.000000	73.504000	64.075000	0.000000 
	5.366667	14.698272	0.000000	73.671000	64.262000	0.000000 
	5.383333	14.698173	0.000000	73.837000	64.448000	0.000000 
	5.400000	14.698112	0.000000	74.004000	64.635000	0.000000 
	5.416667	14.698050	0.000000	74.171000	64.821000	0.000000 
	5.433333	14.698075	0.000000	74.337000	64.999000	0.000000 
	5.450000	14.698075	0.000000	74.504000	65.178000	0.000000 
	5.466667	14.698038	0.000000	74.671000	65.364000	0.000000 
	5.483333	14.697963	0.000000	74.837000	65.557000	0.000000 
	5.500000	14.697976	0.000000	75.004000	65.747000	0.000000 
	5.516667	14.698025	0.000000	75.171000	65.919000	0.000000 
	5.533333	14.697939	0.000000	75.337000	66.085000	0.000000 
	5.550000	14.697877	0.000000	75.504000	66.259000	0.000000 
	5.566667	14.697865	0.000000	75.671000	66.448000	0.000000 
	5.583333	14.697852	0.000000	75.837000	66.641000	0.000000 
	5.600000	14.697803	0.000000	76.004000	66.837000	0.000000 
	5.616667	14.697778	0.000000	76.171000	67.035000	0.000000 
	5.633333	14.697815	0.000000	76.337000	67.231000	0.000000 
	5.650000	14.697815	0.000000	76.504000	67.420000	0.000000 
	5.666667	14.697840	0.000000	76.671000	67.604000	0.000000 
	5.683333	14.697803	0.000000	76.837000	67.776000	0.000000 
	5.700000	14.697741	0.000000	77.004000	67.937000	0.000000 
	5.716667	14.697717	0.000000	77.171000	68.105000	0.000000 
	5.733333	14.697717	0.000000	77.337000	68.284000	0.000000 
	5.750000	14.697704	0.000000	77.504000	68.466000	0.000000 
	5.766667	14.697680	0.000000	77.671000	68.646000	0.000000 
	5.783333	14.697680	0.000000	77.837000	68.818000	0.000000 
	5.800000	14.697680	0.000000	78.004000	68.992000	0.000000 
	5.816667	14.697630	0.000000	78.171000	69.174000	0.000000 
	5.833333	14.697556	0.000000	78.337000	69.356000	0.000000 
	5.850000	14.697605	0.000000	78.504000	69.530000	0.000000 
	5.866667	14.697605	0.000000	78.671000	69.714000	0.000000 
	5.883333	14.697581	0.000000	78.837000	69.911000	0.000000 
	5.900000	14.697531	0.000000	79.004000	70.108000	0.000000 
